facility_id,campus_id,name,operator_company,facility_type,status,latitude,longitude,geom_type,geocode_precision,coord_confidence,address,city,state,county,zip,country,size_sqft,area_basis,power_capacity_mw,power_basis,power_demand_mw,year_opened,planned_year,in_conus,included,confidence,notes,snapshot_date,dataset_version,sources_json,source_name,source_url,n_sources
dc_fd81772613cf,,Central Office,AT&T,unknown,operational,42.8336437,-88.7339975,point,parcel,high,306 West Center Street,Whitewater,WI,Walworth,53190,US,,unknown,,unknown,,,,True,True,high,,2026-06-20,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/758306877"", ""source_record_id"": ""way/758306877"", ""date_accessed"": ""2026-06-20"", ""confidence"": ""high"", ""raw_attributes"": {""addr:city"": ""Whitewater"", ""addr:housenumber"": ""306"", ""addr:postcode"": ""53190"", ""addr:state"": ""WI"", ""addr:street"": ""West Center Street"", ""building"": ""yes"", ""name"": ""Central Office"", ""operator"": ""AT&T"", ""owner"": ""AT&T PROPERY MANAGEMENT"", ""telecom"": ""data_center""}}]",OpenStreetMap,https://www.openstreetmap.org/way/758306877,1
dc_d139d3d1026e,,,,unknown,operational,46.3321316,-113.2926719,point,parcel,high,,,MT,Granite,,US,,unknown,,unknown,,,,True,True,low,,2026-06-20,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/758426349"", ""source_record_id"": ""way/758426349"", ""date_accessed"": ""2026-06-20"", ""confidence"": ""medium"", ""raw_attributes"": {""building"": ""yes"", ""telecom"": ""data_center""}}]",OpenStreetMap,https://www.openstreetmap.org/way/758426349,1
dc_685f4d6dffe6,,Vital Records,,unknown,operational,40.5280718,-74.6828163,point,parcel,high,,,NJ,Somerset,,US,,unknown,,unknown,,,,True,True,high,,2026-06-20,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/758580536"", ""source_record_id"": ""way/758580536"", ""date_accessed"": ""2026-06-20"", ""confidence"": ""high"", ""raw_attributes"": {""building"": ""yes"", ""name"": ""Vital Records"", ""telecom"": ""data_center""}}]",OpenStreetMap,https://www.openstreetmap.org/way/758580536,1
dc_1562ba96259b,,Verizon Wireless NE Headquarters,,unknown,operational,40.5556094,-74.7055199,point,parcel,high,,,NJ,Somerset,,US,,unknown,,unknown,,,,True,True,high,,2026-06-20,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/761185667"", ""source_record_id"": ""way/761185667"", ""date_accessed"": ""2026-06-20"", ""confidence"": ""high"", ""raw_attributes"": {""building"": ""yes"", ""name"": ""Verizon Wireless NE Headquarters"", ""office"": ""it"", ""telecom"": ""data_center""}}]",OpenStreetMap,https://www.openstreetmap.org/way/761185667,1
dc_d0fa4d3ac833,,Meta Henrico Data Center,Meta,hyperscale,operational,37.4839132,-77.2373305,point,parcel,high,,,VA,Henrico,,US,,unknown,,unknown,,,,True,True,high,,2026-06-20,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/762116506"", ""source_record_id"": ""way/762116506"", ""date_accessed"": ""2026-06-20"", ""confidence"": ""high"", ""raw_attributes"": {""building"": ""industrial"", ""name"": ""Meta Henrico Data Center"", ""operator"": ""Meta"", ""operator:wikidata"": ""Q380"", ""telecom"": ""data_center""}}]",OpenStreetMap,https://www.openstreetmap.org/way/762116506,1
dc_e0148a6d7cfe,,,Involta,unknown,operational,44.2044349,-88.3449304,point,parcel,high,,,WI,Calumet,,US,,unknown,,unknown,,,,True,True,low,,2026-06-20,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/766768556"", ""source_record_id"": ""way/766768556"", ""date_accessed"": ""2026-06-20"", ""confidence"": ""medium"", ""raw_attributes"": {""building"": ""yes"", ""operator"": ""Involta"", ""telecom"": ""data_center""}}]",OpenStreetMap,https://www.openstreetmap.org/way/766768556,1
dc_72321c59e96b,,Meta,Meta,hyperscale,operational,44.2990903,-120.8794444,point,parcel,high,,,OR,Crook,,US,,unknown,,unknown,,,,True,True,high,,2026-06-20,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/772827597"", ""source_record_id"": ""way/772827597"", ""date_accessed"": ""2026-06-20"", ""confidence"": ""high"", ""raw_attributes"": {""building"": ""industrial"", ""name"": ""Meta"", ""operator"": ""Meta"", ""operator:wikidata"": ""Q380"", ""telecom"": ""data_center""}}]",OpenStreetMap,https://www.openstreetmap.org/way/772827597,1
dc_5da707de5ff8,,Meta,Meta,hyperscale,operational,44.3012584,-120.889891,point,parcel,high,,,OR,Crook,,US,,unknown,,unknown,,,,True,True,high,,2026-06-20,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/772827601"", ""source_record_id"": ""way/772827601"", ""date_accessed"": ""2026-06-20"", ""confidence"": ""high"", ""raw_attributes"": {""building"": ""industrial"", ""name"": ""Meta"", ""operator"": ""Meta"", ""operator:wikidata"": ""Q380"", ""telecom"": ""data_center""}}]",OpenStreetMap,https://www.openstreetmap.org/way/772827601,1
dc_b38461998b03,,,US Signal,unknown,operational,42.2353267,-83.4441406,point,parcel,high,,,MI,Wayne,,US,,unknown,,unknown,,,,True,True,low,,2026-06-20,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/773848531"", ""source_record_id"": ""way/773848531"", ""date_accessed"": ""2026-06-20"", ""confidence"": ""medium"", ""raw_attributes"": {""building"": ""commercial"", ""building:levels"": ""1"", ""operator"": ""US Signal"", ""telecom"": ""data_center""}}]",OpenStreetMap,https://www.openstreetmap.org/way/773848531,1
dc_69a7a940e136,,,,unknown,operational,39.5677144,-119.5423627,point,parcel,high,,,NV,Washoe,,US,,unknown,,unknown,,,,True,True,low,,2026-06-20,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/775412066"", ""source_record_id"": ""way/775412066"", ""date_accessed"": ""2026-06-20"", ""confidence"": ""medium"", ""raw_attributes"": {""building"": ""data_center"", ""telecom"": ""data_center""}}]",OpenStreetMap,https://www.openstreetmap.org/way/775412066,1
dc_6eb02d929ac3,,,,unknown,operational,39.567501,-119.5432095,point,parcel,high,,,NV,Washoe,,US,,unknown,,unknown,,,,True,True,low,,2026-06-20,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/775412067"", ""source_record_id"": ""way/775412067"", ""date_accessed"": ""2026-06-20"", ""confidence"": ""medium"", ""raw_attributes"": {""building"": ""data_center"", ""telecom"": ""data_center""}}]",OpenStreetMap,https://www.openstreetmap.org/way/775412067,1
dc_e7490836256a,,,,unknown,operational,39.5671605,-119.5443883,point,parcel,high,,,NV,Washoe,,US,,unknown,,unknown,,,,True,True,low,,2026-06-20,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/775412068"", ""source_record_id"": ""way/775412068"", ""date_accessed"": ""2026-06-20"", ""confidence"": ""medium"", ""raw_attributes"": {""building"": ""data_center"", ""telecom"": ""data_center""}}]",OpenStreetMap,https://www.openstreetmap.org/way/775412068,1
dc_bd7ec689a7b2,,,,unknown,operational,39.5669208,-119.5452269,point,parcel,high,,,NV,Washoe,,US,,unknown,,unknown,,,,True,True,low,,2026-06-20,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/775412069"", ""source_record_id"": ""way/775412069"", ""date_accessed"": ""2026-06-20"", ""confidence"": ""medium"", ""raw_attributes"": {""building"": ""data_center"", ""telecom"": ""data_center""}}]",OpenStreetMap,https://www.openstreetmap.org/way/775412069,1
dc_b79d42c9a3ab,,,,unknown,operational,39.5657583,-119.5479741,point,parcel,high,,,NV,Washoe,,US,,unknown,,unknown,,,,True,True,low,,2026-06-20,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/775412072"", ""source_record_id"": ""way/775412072"", ""date_accessed"": ""2026-06-20"", ""confidence"": ""medium"", ""raw_attributes"": {""building"": ""data_center"", ""telecom"": ""data_center""}}]",OpenStreetMap,https://www.openstreetmap.org/way/775412072,1
dc_a6e1f2ad575b,,,,unknown,operational,39.5651062,-119.5476898,point,parcel,high,,,NV,Washoe,,US,,unknown,,unknown,,,,True,True,low,,2026-06-20,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/775412073"", ""source_record_id"": ""way/775412073"", ""date_accessed"": ""2026-06-20"", ""confidence"": ""medium"", ""raw_attributes"": {""building"": ""data_center"", ""telecom"": ""data_center""}}]",OpenStreetMap,https://www.openstreetmap.org/way/775412073,1
dc_a84467e0fe1e,,Tennessee Processing Center LLC,BNYM,unknown,operational,36.2156443,-86.7840012,point,parcel,high,,,TN,Davidson,,US,,unknown,,unknown,,,,True,True,high,,2026-06-20,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/776316726"", ""source_record_id"": ""way/776316726"", ""date_accessed"": ""2026-06-20"", ""confidence"": ""high"", ""raw_attributes"": {""industrial"": ""Tennessee Processing Center"", ""landuse"": ""industrial"", ""name"": ""Tennessee Processing Center LLC"", ""telecom"": ""data_center""}}, {""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/894425613"", ""source_record_id"": ""way/894425613"", ""date_accessed"": ""2026-06-20"", ""confidence"": ""medium"", ""raw_attributes"": {""building"": ""yes"", ""operator"": ""BNYM"", ""telecom"": ""data_center""}}]",OpenStreetMap,https://www.openstreetmap.org/way/776316726,2
dc_c52613c23f50,,Allentown-TekPark,,unknown,operational,40.5442553,-75.6543694,point,parcel,high,,,PA,Lehigh,,US,,unknown,,unknown,,,,True,True,high,,2026-06-20,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/777196805"", ""source_record_id"": ""way/777196805"", ""date_accessed"": ""2026-06-20"", ""confidence"": ""high"", ""raw_attributes"": {""building"": ""yes"", ""name"": ""Allentown-TekPark"", ""owner"": ""TierPoint"", ""telecom"": ""data_center""}}]",OpenStreetMap,https://www.openstreetmap.org/way/777196805,1
dc_66477ccffb02,,Meta,Meta,hyperscale,operational,34.83028,-106.7764607,point,parcel,high,4250 Messenger Loop NW,Los Lunas,NM,Valencia,87031,US,,unknown,,unknown,,,,True,True,high,,2026-06-20,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/777679751"", ""source_record_id"": ""way/777679751"", ""date_accessed"": ""2026-06-20"", ""confidence"": ""high"", ""raw_attributes"": {""addr:city"": ""Los Lunas"", ""addr:housenumber"": ""4250"", ""addr:postcode"": ""87031"", ""addr:state"": ""NM"", ""addr:street"": ""Messenger Loop NW"", ""addr:unit"": ""A"", ""building"": ""yes"", ""name"": ""Meta"", ""operator"": ""Meta"", ""operator:wikidata"": ""Q380"", ""ref"": ""1"", ""telecom"": ""data_center""}}]",OpenStreetMap,https://www.openstreetmap.org/way/777679751,1
dc_164c93c122d9,,,,unknown,operational,39.5590684,-104.8335336,point,parcel,high,8675 Concord Center Drive,Englewood,CO,Douglas,80112,US,,unknown,,unknown,,,,True,True,low,,2026-06-20,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/778989332"", ""source_record_id"": ""way/778989332"", ""date_accessed"": ""2026-06-20"", ""confidence"": ""medium"", ""raw_attributes"": {""addr:city"": ""Englewood"", ""addr:housenumber"": ""8675"", ""addr:postcode"": ""80112"", ""addr:state"": ""CO"", ""addr:street"": ""Concord Center Drive"", ""building"": ""yes"", ""telecom"": ""data_center""}}]",OpenStreetMap,https://www.openstreetmap.org/way/778989332,1
dc_bf74522cdc31,,PG&E Datacenter,,unknown,operational,38.2462382,-122.0671844,point,parcel,high,425 Beck Avenue,Fairfield,CA,Solano,94533,US,,unknown,,unknown,,,,True,True,high,,2026-06-20,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/780063735"", ""source_record_id"": ""way/780063735"", ""date_accessed"": ""2026-06-20"", ""confidence"": ""high"", ""raw_attributes"": {""addr:city"": ""Fairfield"", ""addr:housenumber"": ""425"", ""addr:postcode"": ""94533"", ""addr:state"": ""CA"", ""addr:street"": ""Beck Avenue"", ""building"": ""yes"", ""name"": ""PG&E Datacenter"", ""telecom"": ""data_center""}}]",OpenStreetMap,https://www.openstreetmap.org/way/780063735,1
dc_697fb0253e39,,CyrusOne PHX6,CyrusOne,colocation,operational,33.2676301,-111.8825116,point,parcel,high,2335 South Ellis Street,Chandler,AZ,Maricopa,85286,US,,unknown,,unknown,,,,True,True,high,,2026-06-20,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/781370600"", ""source_record_id"": ""way/781370600"", ""date_accessed"": ""2026-06-20"", ""confidence"": ""high"", ""raw_attributes"": {""addr:city"": ""Chandler"", ""addr:housenumber"": ""2335"", ""addr:postcode"": ""85286"", ""addr:state"": ""AZ"", ""addr:street"": ""South Ellis Street"", ""addr:unit"": ""E"", ""building"": ""yes"", ""name"": ""CyrusOne PHX6"", ""operator"": ""CyrusOne"", ""ref"": ""PHX6"", ""telecom"": ""data_center""}}]",OpenStreetMap,https://www.openstreetmap.org/way/781370600,1
dc_2a23ca86f39a,,Facebook Altoona Data Center 4,Meta,hyperscale,operational,41.6677428,-93.5164071,point,parcel,high,,,IA,Polk,,US,,unknown,,unknown,,,,True,True,high,,2026-06-20,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/788027103"", ""source_record_id"": ""way/788027103"", ""date_accessed"": ""2026-06-20"", ""confidence"": ""high"", ""raw_attributes"": {""building"": ""data_center"", ""name"": ""Facebook Altoona Data Center 4"", ""operator"": ""Meta"", ""operator:wikidata"": ""Q380"", ""operator:wikipedia"": ""en:Meta Platforms"", ""telecom"": ""data_center""}}]",OpenStreetMap,https://www.openstreetmap.org/way/788027103,1
dc_53d2895afa2f,,Digital Realty IAD41 (Building P),Digital Realty,colocation,operational,39.0088059,-77.4582358,point,parcel,high,44751 Round Table Plaza,Ashburn,VA,Loudoun,20147,US,,unknown,,unknown,,,,True,True,high,,2026-06-20,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/793087858"", ""source_record_id"": ""way/793087858"", ""date_accessed"": ""2026-06-20"", ""confidence"": ""high"", ""raw_attributes"": {""addr:city"": ""Ashburn"", ""addr:housenumber"": ""44751"", ""addr:postcode"": ""20147"", ""addr:state"": ""VA"", ""addr:street"": ""Round Table Plaza"", ""building"": ""data_center"", ""name"": ""Digital Realty IAD41 (Building P)"", ""operator"": ""Digital Realty"", ""operator:wikidata"": ""Q5275969"", ""ref"": ""IAD41"", ""telecom"": ""data_center""}}]",OpenStreetMap,https://www.openstreetmap.org/way/793087858,1
dc_64b54588a2f9,,Amazon IAD118,Amazon Web Services,hyperscale,operational,39.0185086,-77.4388362,point,parcel,high,21641 Charles View Drive,Sterling,VA,Loudoun,,US,,unknown,,unknown,,,,True,True,high,,2026-06-20,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/793087859"", ""source_record_id"": ""way/793087859"", ""date_accessed"": ""2026-06-20"", ""confidence"": ""high"", ""raw_attributes"": {""addr:city"": ""Sterling"", ""addr:housenumber"": ""21641"", ""addr:state"": ""VA"", ""addr:street"": ""Charles View Drive"", ""building"": ""data_center"", ""name"": ""Amazon IAD118"", ""operator"": ""Amazon Web Services"", ""operator:short"": ""AWS"", ""operator:wikidata"": ""Q456157"", ""ref"": ""IAD118"", ""telecom"": ""data_center""}}]",OpenStreetMap,https://www.openstreetmap.org/way/793087859,1
dc_340ff7de7b3d,,Aligned Ashburn,Aligned,colocation,operational,39.0136079,-77.4705563,point,parcel,high,,,VA,Loudoun,,US,,unknown,,unknown,,,,True,True,high,,2026-06-20,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/793622740"", ""source_record_id"": ""way/793622740"", ""date_accessed"": ""2026-06-20"", ""confidence"": ""high"", ""raw_attributes"": {""building"": ""data_center"", ""name"": ""Aligned Ashburn"", ""operator"": ""Aligned"", ""telecom"": ""data_center""}}]",OpenStreetMap,https://www.openstreetmap.org/way/793622740,1
dc_ee1d5c95c480,,Equinix Ashburn DC15,Equinix,colocation,operational,39.0225001,-77.4502558,point,parcel,high,44780 Performance Circle,Ashburn,VA,Loudoun,20147,US,,unknown,,unknown,,,,True,True,high,,2026-06-20,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/793888408"", ""source_record_id"": ""way/793888408"", ""date_accessed"": ""2026-06-20"", ""confidence"": ""high"", ""raw_attributes"": {""addr:city"": ""Ashburn"", ""addr:housenumber"": ""44780"", ""addr:postcode"": ""20147"", ""addr:state"": ""VA"", ""addr:street"": ""Performance Circle"", ""building"": ""data_center"", ""name"": ""Equinix Ashburn DC15"", ""operator"": ""Equinix"", ""operator:wikidata"": ""Q851641"", ""ref"": ""DC15"", ""telecom"": ""data_center"", ""website"": ""https://www.equinix.com/data-centers/americas-colocation/united-states-colocation/washington-dc-data-centers/dc15""}}]",OpenStreetMap,https://www.openstreetmap.org/way/793888408,1
dc_9a9772149ba3,,Sabey Intergate.Ashburn (Building A),Sabey Data Centers,unknown,operational,39.0144996,-77.4799874,point,parcel,high,,,VA,Loudoun,,US,,unknown,,unknown,,,,True,True,high,,2026-06-20,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/793888427"", ""source_record_id"": ""way/793888427"", ""date_accessed"": ""2026-06-20"", ""confidence"": ""high"", ""raw_attributes"": {""building"": ""data_center"", ""name"": ""Sabey Intergate.Ashburn (Building A)"", ""operator"": ""Sabey Data Centers"", ""operator:wikidata"": ""Q104864464"", ""telecom"": ""data_center""}}]",OpenStreetMap,https://www.openstreetmap.org/way/793888427,1
dc_1a5e11d27901,,NTT Ashburn VA5 Data Center,NTT,colocation,operational,39.0183033,-77.472611,point,parcel,high,21583 Megawatt Drive,Ashburn,VA,Loudoun,20147,US,,unknown,,unknown,,,,True,True,high,,2026-06-20,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/793888429"", ""source_record_id"": ""way/793888429"", ""date_accessed"": ""2026-06-20"", ""confidence"": ""high"", ""raw_attributes"": {""addr:city"": ""Ashburn"", ""addr:housenumber"": ""21583"", ""addr:postcode"": ""20147"", ""addr:state"": ""VA"", ""addr:street"": ""Megawatt Drive"", ""building"": ""data_center"", ""name"": ""NTT Ashburn VA5 Data Center"", ""operator"": ""NTT"", ""operator:wikidata"": ""Q1054787"", ""ref"": ""VA5"", ""telecom"": ""data_center"", ""website"": ""https://services.global.ntt/en-us/services-and-products/global-data-centers/global-locations/americas/ashburn-va-5-data-center""}}]",OpenStreetMap,https://www.openstreetmap.org/way/793888429,1
dc_d740e4f61b56,,NTT Ashburn VA4 Data Center,NTT,colocation,operational,39.0198684,-77.4725917,point,parcel,high,21583 Megawatt Drive,Ashburn,VA,Loudoun,20147,US,,unknown,,unknown,,,,True,True,high,,2026-06-20,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/793888430"", ""source_record_id"": ""way/793888430"", ""date_accessed"": ""2026-06-20"", ""confidence"": ""high"", ""raw_attributes"": {""addr:city"": ""Ashburn"", ""addr:housenumber"": ""21583"", ""addr:postcode"": ""20147"", ""addr:state"": ""VA"", ""addr:street"": ""Megawatt Drive"", ""building"": ""data_center"", ""name"": ""NTT Ashburn VA4 Data Center"", ""operator"": ""NTT"", ""operator:wikidata"": ""Q1054787"", ""ref"": ""VA4"", ""telecom"": ""data_center"", ""website"": ""https://services.global.ntt/en-us/services-and-products/global-data-centers/global-locations/americas/ashburn-va-4-data-center""}}]",OpenStreetMap,https://www.openstreetmap.org/way/793888430,1
dc_ff3b81fbfd6f,,CloudHQ LC1,CloudHQ,unknown,operational,39.0102471,-77.4626713,point,parcel,high,,,VA,Loudoun,,US,,unknown,,unknown,,,,True,True,high,,2026-06-20,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/794147654"", ""source_record_id"": ""way/794147654"", ""date_accessed"": ""2026-06-20"", ""confidence"": ""high"", ""raw_attributes"": {""building"": ""data_center"", ""name"": ""CloudHQ LC1"", ""operator"": ""CloudHQ"", ""operator:wikidata"": ""Q136332516"", ""ref"": ""LC1"", ""telecom"": ""data_center""}}]",OpenStreetMap,https://www.openstreetmap.org/way/794147654,1
dc_2328225d0c1f,,CloudHQ LC2,CloudHQ,unknown,operational,39.0117547,-77.4624592,point,parcel,high,,,VA,Loudoun,,US,,unknown,,unknown,,,,True,True,high,,2026-06-20,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/794147655"", ""source_record_id"": ""way/794147655"", ""date_accessed"": ""2026-06-20"", ""confidence"": ""high"", ""raw_attributes"": {""building"": ""data_center"", ""name"": ""CloudHQ LC2"", ""operator"": ""CloudHQ"", ""operator:wikidata"": ""Q136332516"", ""ref"": ""LC2"", ""telecom"": ""data_center""}}]",OpenStreetMap,https://www.openstreetmap.org/way/794147655,1
dc_d693a8cbac60,,Amazon IAD146,Amazon Web Services,hyperscale,operational,38.9967211,-77.4355972,point,parcel,high,,,VA,Loudoun,,US,,unknown,,unknown,,,,True,True,high,,2026-06-20,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/794147657"", ""source_record_id"": ""way/794147657"", ""date_accessed"": ""2026-06-20"", ""confidence"": ""high"", ""raw_attributes"": {""building"": ""data_center"", ""name"": ""Amazon IAD146"", ""operator"": ""Amazon Web Services"", ""operator:short"": ""AWS"", ""operator:wikidata"": ""Q456157"", ""ref"": ""IAD146"", ""telecom"": ""data_center""}}]",OpenStreetMap,https://www.openstreetmap.org/way/794147657,1
dc_4eff2c1f5e0f,,PHX-10,Microsoft,hyperscale,operational,33.4079462,-112.3648297,point,parcel,high,14250 West Broadway Road,Goodyear,AZ,Maricopa,85338,US,,unknown,,unknown,,,,True,True,high,,2026-06-20,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/795384117"", ""source_record_id"": ""way/795384117"", ""date_accessed"": ""2026-06-20"", ""confidence"": ""high"", ""raw_attributes"": {""addr:city"": ""Goodyear"", ""addr:housenumber"": ""14250"", ""addr:postcode"": ""85338"", ""addr:state"": ""AZ"", ""addr:street"": ""West Broadway Road"", ""building"": ""yes"", ""name"": ""PHX-10"", ""operator"": ""Microsoft"", ""operator:wikidata"": ""Q2283"", ""ref"": ""PHX-10"", ""telecom"": ""data_center""}}]",OpenStreetMap,https://www.openstreetmap.org/way/795384117,1
dc_c4b9bcee32cd,,Equinix Ashburn DC21,Equinix,colocation,operational,39.0118055,-77.45451,point,parcel,high,22175 Beaumeade Circle,Ashburn,VA,Loudoun,20147,US,,unknown,,unknown,,,,True,True,high,,2026-06-20,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/796933516"", ""source_record_id"": ""way/796933516"", ""date_accessed"": ""2026-06-20"", ""confidence"": ""high"", ""raw_attributes"": {""addr:city"": ""Ashburn"", ""addr:housenumber"": ""22175"", ""addr:postcode"": ""20147"", ""addr:state"": ""VA"", ""addr:street"": ""Beaumeade Circle"", ""building"": ""data_center"", ""building:levels"": ""3"", ""name"": ""Equinix Ashburn DC21"", ""operator"": ""Equinix"", ""operator:wikidata"": ""Q851641"", ""ref"": ""DC21"", ""telecom"": ""data_center"", ""website"": ""https://www.equinix.com/data-centers/americas-colocation/united-states-colocation/washington-dc-data-centers/dc21""}}]",OpenStreetMap,https://www.openstreetmap.org/way/796933516,1
dc_34504f6932cc,,,,unknown,operational,40.9512698,-73.897901,point,parcel,high,,,NY,Westchester,,US,,unknown,,unknown,,,,True,True,low,,2026-06-20,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/802054282"", ""source_record_id"": ""way/802054282"", ""date_accessed"": ""2026-06-20"", ""confidence"": ""medium"", ""raw_attributes"": {""building"": ""yes"", ""telecom"": ""data_center""}}]",OpenStreetMap,https://www.openstreetmap.org/way/802054282,1
dc_ed91aed5b37e,,NAO 3,Meta,hyperscale,operational,40.0657248,-82.7491176,point,parcel,high,,,OH,Licking,,US,,unknown,,unknown,,,,True,True,high,,2026-06-20,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/802160675"", ""source_record_id"": ""way/802160675"", ""date_accessed"": ""2026-06-20"", ""confidence"": ""high"", ""raw_attributes"": {""building"": ""yes"", ""name"": ""NAO 3"", ""operator"": ""Meta"", ""operator:wikidata"": ""Q380"", ""telecom"": ""data_center""}}]",OpenStreetMap,https://www.openstreetmap.org/way/802160675,1
dc_114c47a01e77,,,,unknown,operational,47.2370973,-119.895155,point,parcel,high,,,WA,Grant,,US,,unknown,,unknown,,,,True,True,low,,2026-06-20,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/807374322"", ""source_record_id"": ""way/807374322"", ""date_accessed"": ""2026-06-20"", ""confidence"": ""medium"", ""raw_attributes"": {""building"": ""yes"", ""telecom"": ""data_center""}}]",OpenStreetMap,https://www.openstreetmap.org/way/807374322,1
dc_aca4fdbc3f4a,,EdgeCore,,unknown,operational,33.3441489,-111.619588,point,parcel,high,3856 South Everton Terrace,Mesa,AZ,Maricopa,85212,US,,unknown,,unknown,,,,True,True,high,,2026-06-20,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/808979618"", ""source_record_id"": ""way/808979618"", ""date_accessed"": ""2026-06-20"", ""confidence"": ""high"", ""raw_attributes"": {""addr:city"": ""Mesa"", ""addr:housenumber"": ""3856"", ""addr:postcode"": ""85212"", ""addr:state"": ""AZ"", ""addr:street"": ""South Everton Terrace"", ""building"": ""yes"", ""name"": ""EdgeCore"", ""telecom"": ""data_center""}}]",OpenStreetMap,https://www.openstreetmap.org/way/808979618,1
dc_415ec14e7f88,,Comcast,Comcast,unknown,operational,42.213902,-83.198214,point,parcel,high,14312 Northline Road,Southgate,MI,Wayne,48195,US,,unknown,,unknown,,,,True,True,high,,2026-06-20,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/812630939"", ""source_record_id"": ""way/812630939"", ""date_accessed"": ""2026-06-20"", ""confidence"": ""high"", ""raw_attributes"": {""addr:city"": ""Southgate"", ""addr:housenumber"": ""14312"", ""addr:postcode"": ""48195"", ""addr:state"": ""MI"", ""addr:street"": ""Northline Road"", ""building"": ""yes"", ""building:year_built"": ""1998"", ""name"": ""Comcast"", ""operator"": ""Comcast"", ""source"": ""microsoft/BuildingFootprints"", ""telecom"": ""data_center""}}]",OpenStreetMap,https://www.openstreetmap.org/way/812630939,1
