facility_id,campus_id,name,operator_company,facility_type,status,compute_capabilities,latitude,longitude,geom_type,geocode_precision,coordinate_precision,coord_confidence,address,city,state,county,zip,country,size_sqft,area_basis,num_floors,power_capacity_mw,power_basis,power_demand_mw,year_opened,planned_year,in_conus,included,confidence,notes,snapshot_date,dataset_version,sources_json,source_name,source_url,n_sources,coordinate_status,verification_status,confirmed_lat,confirmed_lon,verification_evidence,verification_source,verification_confidence,verification_date,verification_method,original_lat,original_lon
dc_0549b113a011,,Google,Google,hyperscale,operational,,41.1349194,-96.1440824,point,parcel,building,high,,,NE,Sarpy,,US,292942.2,gross_building,,,unknown,29.29,,,True,True,high,"power_demand_mw is a modeled estimate (footprint × floors × density), not measured.",2026-06-22,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/1237493975"", ""source_record_id"": ""way/1237493975"", ""date_accessed"": ""2026-06-22"", ""confidence"": ""high"", ""raw_attributes"": {""building"": ""yes"", ""name"": ""Google"", ""operator"": ""Google"", ""operator:wikidata"": ""Q95"", ""telecom"": ""data_center""}}]",OpenStreetMap,https://www.openstreetmap.org/way/1237493975,1,on_osm_building_single_source,pending,,,,,,,,41.1349194,-96.1440824
dc_51a81e12c581,,Google,Google,hyperscale,operational,,41.1343926,-96.1559041,point,parcel,building,high,,,NE,Sarpy,,US,297439.1,gross_building,,,unknown,29.74,,,True,True,high,"power_demand_mw is a modeled estimate (footprint × floors × density), not measured.",2026-06-22,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/1237494981"", ""source_record_id"": ""way/1237494981"", ""date_accessed"": ""2026-06-22"", ""confidence"": ""high"", ""raw_attributes"": {""building"": ""yes"", ""name"": ""Google"", ""operator"": ""Google"", ""operator:wikidata"": ""Q95"", ""telecom"": ""data_center""}}]",OpenStreetMap,https://www.openstreetmap.org/way/1237494981,1,on_osm_building_single_source,pending,,,,,,,,41.1343926,-96.1559041
dc_f68c00c4207e,,Involta Independence,,unknown,operational,,41.361071,-81.6327814,point,parcel,building,high,,,OH,Cuyahoga,,US,26393.5,gross_building,,,unknown,2.64,,,True,True,high,"power_demand_mw is a modeled estimate (footprint × floors × density), not measured.",2026-06-22,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/1238705019"", ""source_record_id"": ""way/1238705019"", ""date_accessed"": ""2026-06-22"", ""confidence"": ""high"", ""raw_attributes"": {""building"": ""yes"", ""name"": ""Involta Independence"", ""telecom"": ""data_center""}}]",OpenStreetMap,https://www.openstreetmap.org/way/1238705019,1,independently_confirmed_on_building,pending,,,,,,,,41.361071,-81.6327814
dc_d0d2390b75ed,,Bloomberg Data Center,Bloomberg,unknown,operational,,41.0361943,-73.9876261,point,parcel,building,high,155 Corporate Drive,Orangeburg,NY,Rockland,10962,US,182539.6,gross_building,,,unknown,18.25,,,True,True,high,"power_demand_mw is a modeled estimate (footprint × floors × density), not measured.",2026-06-22,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/1238955720"", ""source_record_id"": ""way/1238955720"", ""date_accessed"": ""2026-06-22"", ""confidence"": ""high"", ""raw_attributes"": {""addr:city"": ""Orangeburg"", ""addr:housenumber"": ""155"", ""addr:postcode"": ""10962"", ""addr:state"": ""NY"", ""addr:street"": ""Corporate Drive"", ""building"": ""yes"", ""name"": ""Bloomberg Data Center"", ""operator"": ""Bloomberg"", ""telecom"": ""data_center""}}]",OpenStreetMap,https://www.openstreetmap.org/way/1238955720,1,independently_confirmed_on_building,pending,,,,,,,,41.0361943,-73.9876261
dc_00b2737ad841,,fifteenfortyseven CSR ORNY1,fifteenfortyseven Critical Systems Realty,unknown,operational,,41.0344926,-73.9757865,point,parcel,building,high,1 Ramland Road,Orangeburg,NY,Rockland,10962,US,151516.2,gross_building,,,unknown,15.15,,,True,True,high,"power_demand_mw is a modeled estimate (footprint × floors × density), not measured.",2026-06-22,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/1238955733"", ""source_record_id"": ""way/1238955733"", ""date_accessed"": ""2026-06-22"", ""confidence"": ""high"", ""raw_attributes"": {""addr:city"": ""Orangeburg"", ""addr:housenumber"": ""1"", ""addr:postcode"": ""10962"", ""addr:state"": ""NY"", ""addr:street"": ""Ramland Road"", ""building"": ""yes"", ""name"": ""fifteenfortyseven CSR ORNY1"", ""operator"": ""fifteenfortyseven Critical Systems Realty"", ""telecom"": ""data_center""}}, {""source_name"": ""PeeringDB"", ""source_url"": ""https://www.peeringdb.com/fac/10862"", ""source_record_id"": ""10862"", ""date_accessed"": ""2026-06-22"", ""confidence"": ""high"", ""raw_attributes"": {""name"": ""ORNY1"", ""city"": ""Orangeburg"", ""state"": ""NY"", ""zipcode"": ""10962"", ""address1"": ""1 Ramland Rd"", ""org_id"": 29970, ""campus_id"": null}}]",OpenStreetMap,https://www.openstreetmap.org/way/1238955733,2,independently_confirmed_on_building,pending,,,,,,,,41.0344926,-73.9757865
dc_091d046182c5,,Stack Infrastructure - POR03,Stack Infrastructure,colocation,operational,,45.5541515,-122.939406,point,parcel,building,high,4735 Northeast Starr Boulevard,Hillsboro,OR,Washington,97124,US,91092.6,gross_building,,,unknown,9.11,,,True,True,high,"power_demand_mw is a modeled estimate (footprint × floors × density), not measured.",2026-06-22,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/1243089554"", ""source_record_id"": ""way/1243089554"", ""date_accessed"": ""2026-06-22"", ""confidence"": ""high"", ""raw_attributes"": {""addr:city"": ""Hillsboro"", ""addr:housenumber"": ""4735"", ""addr:postcode"": ""97124"", ""addr:state"": ""OR"", ""addr:street"": ""Northeast Starr Boulevard"", ""building"": ""industrial"", ""name"": ""Stack Infrastructure - POR03"", ""operator"": ""Stack Infrastructure"", ""operator:wikidata"": ""Q115477173"", ""ref"": ""POR03B"", ""telecom"": ""data_center"", ""website"": ""https://www.stackinfra.com/locations/americas/portland/por03/""}}]",OpenStreetMap,https://www.openstreetmap.org/way/1243089554,1,on_osm_building_single_source,pending,,,,,,,,45.5541515,-122.939406
dc_6ff36699e16a,,Stack Infrastructure - POR03,Stack Infrastructure,colocation,operational,,45.5541944,-122.9409256,point,parcel,building,high,4735 Northeast Starr Boulevard,Hillsboro,OR,Washington,97124,US,93274.7,gross_building,,,unknown,9.33,,,True,True,high,"power_demand_mw is a modeled estimate (footprint × floors × density), not measured.",2026-06-22,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/1243089555"", ""source_record_id"": ""way/1243089555"", ""date_accessed"": ""2026-06-22"", ""confidence"": ""high"", ""raw_attributes"": {""addr:city"": ""Hillsboro"", ""addr:housenumber"": ""4735"", ""addr:postcode"": ""97124"", ""addr:state"": ""OR"", ""addr:street"": ""Northeast Starr Boulevard"", ""building"": ""industrial"", ""name"": ""Stack Infrastructure - POR03"", ""operator"": ""Stack Infrastructure"", ""operator:wikidata"": ""Q115477173"", ""ref"": ""POR03C"", ""telecom"": ""data_center"", ""website"": ""https://www.stackinfra.com/locations/americas/portland/por03/""}}]",OpenStreetMap,https://www.openstreetmap.org/way/1243089555,1,on_osm_building_single_source,pending,,,,,,,,45.5541944,-122.9409256
dc_2a1d188ac87d,,Stack Infrastructure - POR03,Stack Infrastructure,colocation,operational,,45.5528982,-122.9379804,point,parcel,building,high,4565 Northeast Starr Boulevard,Hillsboro,OR,Washington,97124,US,97942.2,gross_building,,,unknown,9.79,,,True,True,high,"power_demand_mw is a modeled estimate (footprint × floors × density), not measured.",2026-06-22,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/1243089557"", ""source_record_id"": ""way/1243089557"", ""date_accessed"": ""2026-06-22"", ""confidence"": ""high"", ""raw_attributes"": {""addr:city"": ""Hillsboro"", ""addr:housenumber"": ""4565"", ""addr:postcode"": ""97124"", ""addr:state"": ""OR"", ""addr:street"": ""Northeast Starr Boulevard"", ""area"": ""yes"", ""building"": ""construction"", ""construction"": ""industrial"", ""name"": ""Stack Infrastructure - POR03"", ""note"": ""Stack Infrastructure Phase 3 Proposed Building POR3D"", ""operator"": ""Stack Infrastructure"", ""operator:wikidata"": ""Q115477173"", ""ref"": ""POR03D"", ""telecom"": ""data_center"", ""website"": ""https://www.stackinfra.com/locations/americas/portland/por03/""}}]",OpenStreetMap,https://www.openstreetmap.org/way/1243089557,1,on_osm_building_single_source,pending,,,,,,,,45.5528982,-122.9379804
dc_2d174e33a292,,Amazon Web Services,Amazon Web Services,hyperscale,operational,,38.9043442,-77.4524692,point,parcel,building,high,,,VA,Fairfax,,US,120946.6,gross_building,,,unknown,12.09,,,True,True,high,"power_demand_mw is a modeled estimate (footprint × floors × density), not measured.",2026-06-22,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/1252196797"", ""source_record_id"": ""way/1252196797"", ""date_accessed"": ""2026-06-22"", ""confidence"": ""high"", ""raw_attributes"": {""building"": ""yes"", ""name"": ""Amazon Web Services"", ""operator"": ""Amazon Web Services"", ""operator:short"": ""AWS"", ""operator:wikidata"": ""Q456157"", ""telecom"": ""data_center""}}]",OpenStreetMap,https://www.openstreetmap.org/way/1252196797,1,on_osm_building_single_source,pending,,,,,,,,38.9043442,-77.4524692
dc_1f8be8294d52,,Amazon Web Services,Amazon Web Services,hyperscale,operational,,38.9048369,-77.4547504,point,parcel,building,high,,,VA,Fairfax,,US,118988.3,gross_building,,,unknown,11.9,,,True,True,high,"power_demand_mw is a modeled estimate (footprint × floors × density), not measured.",2026-06-22,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/1252196798"", ""source_record_id"": ""way/1252196798"", ""date_accessed"": ""2026-06-22"", ""confidence"": ""high"", ""raw_attributes"": {""building"": ""yes"", ""name"": ""Amazon Web Services"", ""operator"": ""Amazon Web Services"", ""operator:short"": ""AWS"", ""operator:wikidata"": ""Q456157"", ""telecom"": ""data_center""}}]",OpenStreetMap,https://www.openstreetmap.org/way/1252196798,1,on_osm_building_single_source,pending,,,,,,,,38.9048369,-77.4547504
dc_0df484691fd4,,Amazon Web Services,Amazon Web Services,hyperscale,operational,,38.9159035,-77.4905509,point,parcel,building,high,,,VA,Loudoun,,US,87645.5,gross_building,,,unknown,8.76,,,True,True,high,"power_demand_mw is a modeled estimate (footprint × floors × density), not measured.",2026-06-22,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/1252196799"", ""source_record_id"": ""way/1252196799"", ""date_accessed"": ""2026-06-22"", ""confidence"": ""high"", ""raw_attributes"": {""building"": ""yes"", ""name"": ""Amazon Web Services"", ""operator"": ""Amazon Web Services"", ""operator:short"": ""AWS"", ""operator:wikidata"": ""Q456157"", ""telecom"": ""data_center""}}]",OpenStreetMap,https://www.openstreetmap.org/way/1252196799,1,independently_confirmed_on_building,pending,,,,,,,,38.9159035,-77.4905509
dc_e5ee534a8f75,,Amazon Web Services,Amazon Web Services,hyperscale,operational,,38.9149908,-77.4909743,point,parcel,building,high,,,VA,Loudoun,,US,13879.3,gross_building,,,unknown,1.39,,,True,True,high,"power_demand_mw is a modeled estimate (footprint × floors × density), not measured.",2026-06-22,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/1252196800"", ""source_record_id"": ""way/1252196800"", ""date_accessed"": ""2026-06-22"", ""confidence"": ""high"", ""raw_attributes"": {""building"": ""yes"", ""name"": ""Amazon Web Services"", ""operator"": ""Amazon Web Services"", ""operator:short"": ""AWS"", ""operator:wikidata"": ""Q456157"", ""telecom"": ""data_center""}}]",OpenStreetMap,https://www.openstreetmap.org/way/1252196800,1,on_osm_building_single_source,pending,,,,,,,,38.9149908,-77.4909743
dc_abb797b53b98,,Amazon Web Services CMH62,Amazon Web Services,hyperscale,operational,,40.0929864,-82.7476276,point,parcel,building,high,,,OH,Licking,,US,136329.8,gross_building,,,unknown,13.63,,,True,True,high,"power_demand_mw is a modeled estimate (footprint × floors × density), not measured.",2026-06-22,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/1252196801"", ""source_record_id"": ""way/1252196801"", ""date_accessed"": ""2026-06-22"", ""confidence"": ""high"", ""raw_attributes"": {""building"": ""yes"", ""name"": ""Amazon Web Services CMH62"", ""operator"": ""Amazon Web Services"", ""operator:short"": ""AWS"", ""operator:wikidata"": ""Q456157"", ""ref"": ""CMH62"", ""telecom"": ""data_center""}}]",OpenStreetMap,https://www.openstreetmap.org/way/1252196801,1,independently_confirmed_on_building,pending,,,,,,,,40.0929864,-82.7476276
dc_65aed79b4274,,Amazon Web Services,Amazon Web Services,hyperscale,operational,,40.0934344,-82.7321669,point,parcel,building,high,,,OH,Licking,,US,214329.5,gross_building,,,unknown,21.43,,,True,True,high,"power_demand_mw is a modeled estimate (footprint × floors × density), not measured.",2026-06-22,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/1252196802"", ""source_record_id"": ""way/1252196802"", ""date_accessed"": ""2026-06-22"", ""confidence"": ""high"", ""raw_attributes"": {""building"": ""yes"", ""name"": ""Amazon Web Services"", ""operator"": ""Amazon Web Services"", ""operator:short"": ""AWS"", ""operator:wikidata"": ""Q456157"", ""telecom"": ""data_center""}}]",OpenStreetMap,https://www.openstreetmap.org/way/1252196802,1,independently_confirmed_on_building,pending,,,,,,,,40.0934344,-82.7321669
dc_4b83d9872e2e,,Amazon Web Services,Amazon Web Services,hyperscale,operational,,40.0921679,-82.7275475,point,parcel,building,high,,,OH,Licking,,US,214261.8,gross_building,,,unknown,21.43,,,True,True,high,"power_demand_mw is a modeled estimate (footprint × floors × density), not measured.",2026-06-22,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/1252196803"", ""source_record_id"": ""way/1252196803"", ""date_accessed"": ""2026-06-22"", ""confidence"": ""high"", ""raw_attributes"": {""building"": ""yes"", ""name"": ""Amazon Web Services"", ""operator"": ""Amazon Web Services"", ""operator:short"": ""AWS"", ""operator:wikidata"": ""Q456157"", ""telecom"": ""data_center""}}]",OpenStreetMap,https://www.openstreetmap.org/way/1252196803,1,on_osm_building_single_source,pending,,,,,,,,40.0921679,-82.7275475
dc_9853927b6203,,Amazon Web Services,Amazon Web Services,hyperscale,operational,,40.0929609,-82.7265106,point,parcel,building,high,,,OH,Licking,,US,14223.3,gross_building,,,unknown,1.42,,,True,True,high,"power_demand_mw is a modeled estimate (footprint × floors × density), not measured.",2026-06-22,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/1252196804"", ""source_record_id"": ""way/1252196804"", ""date_accessed"": ""2026-06-22"", ""confidence"": ""high"", ""raw_attributes"": {""building"": ""yes"", ""name"": ""Amazon Web Services"", ""operator"": ""Amazon Web Services"", ""operator:short"": ""AWS"", ""operator:wikidata"": ""Q456157"", ""telecom"": ""data_center""}}]",OpenStreetMap,https://www.openstreetmap.org/way/1252196804,1,independently_confirmed_on_building,pending,,,,,,,,40.0929609,-82.7265106
dc_c878c41c84a1,,Amazon Web Services,Amazon Web Services,hyperscale,operational,,40.1162611,-83.2013887,point,parcel,building,high,,,OH,Union,,US,218032.7,gross_building,,,unknown,21.8,,,True,True,high,"power_demand_mw is a modeled estimate (footprint × floors × density), not measured.",2026-06-22,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/1252196805"", ""source_record_id"": ""way/1252196805"", ""date_accessed"": ""2026-06-22"", ""confidence"": ""high"", ""raw_attributes"": {""building"": ""yes"", ""name"": ""Amazon Web Services"", ""operator"": ""Amazon Web Services"", ""operator:short"": ""AWS"", ""operator:wikidata"": ""Q456157"", ""telecom"": ""data_center""}}]",OpenStreetMap,https://www.openstreetmap.org/way/1252196805,1,on_osm_building_single_source,pending,,,,,,,,40.1162611,-83.2013887
dc_b17651764b5b,,,Amazon Web Services,hyperscale,operational,,40.1173912,-83.2020737,point,parcel,building,high,,,OH,Union,,US,213349.2,gross_building,,,unknown,21.33,,,True,True,low,"power_demand_mw is a modeled estimate (footprint × floors × density), not measured.",2026-06-22,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/1252196806"", ""source_record_id"": ""way/1252196806"", ""date_accessed"": ""2026-06-22"", ""confidence"": ""medium"", ""raw_attributes"": {""building"": ""yes"", ""operator"": ""Amazon Web Services"", ""telecom"": ""data_center""}}]",OpenStreetMap,https://www.openstreetmap.org/way/1252196806,1,independently_confirmed_on_building,pending,,,,,,,,40.1173912,-83.2020737
dc_54e21ce1cea4,,Amazon Web Services,Amazon Web Services,hyperscale,operational,,40.1190307,-83.2002438,point,parcel,building,high,,,OH,Union,,US,13652.2,gross_building,,,unknown,1.37,,,True,True,high,"power_demand_mw is a modeled estimate (footprint × floors × density), not measured.",2026-06-22,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/1252196807"", ""source_record_id"": ""way/1252196807"", ""date_accessed"": ""2026-06-22"", ""confidence"": ""high"", ""raw_attributes"": {""building"": ""yes"", ""name"": ""Amazon Web Services"", ""operator"": ""Amazon Web Services"", ""operator:short"": ""AWS"", ""operator:wikidata"": ""Q456157"", ""telecom"": ""data_center""}}]",OpenStreetMap,https://www.openstreetmap.org/way/1252196807,1,independently_confirmed_on_building,pending,,,,,,,,40.1190307,-83.2002438
dc_b80ac4ec6ffb,,Amazon Web Services,Amazon Web Services,hyperscale,operational,,40.0493536,-83.175465,point,parcel,building,high,,,OH,Franklin,,US,220580.5,gross_building,,,unknown,22.06,,,True,True,high,"power_demand_mw is a modeled estimate (footprint × floors × density), not measured.",2026-06-22,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/1252196808"", ""source_record_id"": ""way/1252196808"", ""date_accessed"": ""2026-06-22"", ""confidence"": ""high"", ""raw_attributes"": {""building"": ""yes"", ""name"": ""Amazon Web Services"", ""operator"": ""Amazon Web Services"", ""operator:short"": ""AWS"", ""operator:wikidata"": ""Q456157"", ""telecom"": ""data_center""}}]",OpenStreetMap,https://www.openstreetmap.org/way/1252196808,1,independently_confirmed_on_building,pending,,,,,,,,40.0493536,-83.175465
dc_c1dd5309d7d9,,,Amazon Web Services,hyperscale,operational,,40.0481384,-83.1752938,point,parcel,building,high,,,OH,Franklin,,US,217845.8,gross_building,,,unknown,21.78,,,True,True,low,"power_demand_mw is a modeled estimate (footprint × floors × density), not measured.",2026-06-22,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/1252196809"", ""source_record_id"": ""way/1252196809"", ""date_accessed"": ""2026-06-22"", ""confidence"": ""medium"", ""raw_attributes"": {""building"": ""yes"", ""operator"": ""Amazon Web Services"", ""telecom"": ""data_center""}}]",OpenStreetMap,https://www.openstreetmap.org/way/1252196809,1,independently_confirmed_on_building,pending,,,,,,,,40.0481384,-83.1752938
dc_704355a73b47,,Amazon Web Services,Amazon Web Services,hyperscale,operational,,40.0478979,-83.1775485,point,parcel,building,high,,,OH,Franklin,,US,14456.7,gross_building,,,unknown,1.45,,,True,True,high,"power_demand_mw is a modeled estimate (footprint × floors × density), not measured.",2026-06-22,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/1252196810"", ""source_record_id"": ""way/1252196810"", ""date_accessed"": ""2026-06-22"", ""confidence"": ""high"", ""raw_attributes"": {""building"": ""yes"", ""name"": ""Amazon Web Services"", ""operator"": ""Amazon Web Services"", ""operator:short"": ""AWS"", ""operator:wikidata"": ""Q456157"", ""telecom"": ""data_center""}}]",OpenStreetMap,https://www.openstreetmap.org/way/1252196810,1,on_osm_building_single_source,pending,,,,,,,,40.0478979,-83.1775485
dc_89fdbc2bf070,,Google NBY-3,Google,hyperscale,operational,,40.0579063,-82.7653279,point,parcel,building,high,,,OH,Licking,,US,288338.0,gross_building,1.0,,unknown,28.83,,,True,True,high,"power_demand_mw is a modeled estimate (footprint × floors × density), not measured.",2026-06-22,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/1252196811"", ""source_record_id"": ""way/1252196811"", ""date_accessed"": ""2026-06-22"", ""confidence"": ""high"", ""raw_attributes"": {""building"": ""yes"", ""building:levels"": ""1"", ""name"": ""Google NBY-3"", ""operator"": ""Google"", ""operator:wikidata"": ""Q95"", ""telecom"": ""data_center""}}]",OpenStreetMap,https://www.openstreetmap.org/way/1252196811,1,on_osm_building_single_source,pending,,,,,,,,40.0579063,-82.7653279
dc_8e771aedabc9,,Google NBY-4,Google,hyperscale,operational,,40.0593527,-82.7717447,point,parcel,building,high,,,OH,Franklin,,US,286799.9,gross_building,1.0,,unknown,28.68,,,True,True,high,"power_demand_mw is a modeled estimate (footprint × floors × density), not measured.",2026-06-22,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/1252196812"", ""source_record_id"": ""way/1252196812"", ""date_accessed"": ""2026-06-22"", ""confidence"": ""high"", ""raw_attributes"": {""building"": ""yes"", ""building:levels"": ""1"", ""name"": ""Google NBY-4"", ""operator"": ""Google"", ""operator:wikidata"": ""Q95"", ""telecom"": ""data_center""}}]",OpenStreetMap,https://www.openstreetmap.org/way/1252196812,1,on_osm_building_single_source,pending,,,,,,,,40.0593527,-82.7717447
dc_a565678c206d,,NAO 5/NAO 6,Meta,hyperscale,operational,,40.0603757,-82.7509948,point,parcel,building,high,,,OH,Licking,,US,608762.0,gross_building,,,unknown,60.88,,,True,True,high,"power_demand_mw is a modeled estimate (footprint × floors × density), not measured.",2026-06-22,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/1252196813"", ""source_record_id"": ""way/1252196813"", ""date_accessed"": ""2026-06-22"", ""confidence"": ""high"", ""raw_attributes"": {""building"": ""yes"", ""name"": ""NAO 5/NAO 6"", ""operator"": ""Meta"", ""operator:wikidata"": ""Q380"", ""telecom"": ""data_center""}}]",OpenStreetMap,https://www.openstreetmap.org/way/1252196813,1,on_osm_building_single_source,pending,,,,,,,,40.0603757,-82.7509948
dc_80aeb614dd61,,Google,Google,hyperscale,operational,,39.8520765,-82.9948358,point,parcel,building,high,,,OH,Franklin,,US,289874.4,gross_building,,,unknown,28.99,,,True,True,high,"power_demand_mw is a modeled estimate (footprint × floors × density), not measured.",2026-06-22,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/1252196814"", ""source_record_id"": ""way/1252196814"", ""date_accessed"": ""2026-06-22"", ""confidence"": ""high"", ""raw_attributes"": {""building"": ""yes"", ""name"": ""Google"", ""operator"": ""Google"", ""operator:wikidata"": ""Q95"", ""telecom"": ""data_center""}}]",OpenStreetMap,https://www.openstreetmap.org/way/1252196814,1,on_osm_building_single_source,pending,,,,,,,,39.8520765,-82.9948358
dc_4e24d0589219,,Google,Google,hyperscale,operational,,38.7761446,-77.5825144,point,parcel,building,high,,,VA,Prince William,,US,289731.7,gross_building,,,unknown,28.97,,,True,True,high,"power_demand_mw is a modeled estimate (footprint × floors × density), not measured.",2026-06-22,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/1252196815"", ""source_record_id"": ""way/1252196815"", ""date_accessed"": ""2026-06-22"", ""confidence"": ""high"", ""raw_attributes"": {""building"": ""data_center"", ""name"": ""Google"", ""operator"": ""Google"", ""operator:wikidata"": ""Q95"", ""telecom"": ""data_center""}}]",OpenStreetMap,https://www.openstreetmap.org/way/1252196815,1,on_osm_building_single_source,pending,,,,,,,,38.7761446,-77.5825144
dc_b588afe1a787,,Amazon Web Services,Amazon Web Services,hyperscale,operational,,45.8587472,-119.6050828,point,parcel,building,high,75242 Gar Swanson Drive,Boardman,OR,Morrow,97818,US,210570.9,gross_building,,,unknown,21.06,,,True,True,high,"power_demand_mw is a modeled estimate (footprint × floors × density), not measured.",2026-06-22,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/1252196816"", ""source_record_id"": ""way/1252196816"", ""date_accessed"": ""2026-06-22"", ""confidence"": ""high"", ""raw_attributes"": {""addr:city"": ""Boardman"", ""addr:housenumber"": ""75242"", ""addr:postcode"": ""97818"", ""addr:state"": ""OR"", ""addr:street"": ""Gar Swanson Drive"", ""building"": ""industrial"", ""name"": ""Amazon Web Services"", ""operator"": ""Amazon Web Services"", ""operator:short"": ""AWS"", ""operator:wikidata"": ""Q456157"", ""operator:wikipedia"": ""en:Amazon Web Services"", ""owner"": ""Vadata Inc"", ""ref"": ""PDX109"", ""telecom"": ""data_center""}}]",OpenStreetMap,https://www.openstreetmap.org/way/1252196816,1,on_osm_building_single_source,pending,,,,,,,,45.8587472,-119.6050828
dc_9863a01aea38,,Amazon Web Services,Amazon Web Services,hyperscale,operational,,45.860076,-119.6051229,point,parcel,building,high,75246 Gar Swanson Drive,Boardman,OR,Morrow,97818,US,211904.7,gross_building,,,unknown,21.19,,,True,True,high,"power_demand_mw is a modeled estimate (footprint × floors × density), not measured.",2026-06-22,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/1252196817"", ""source_record_id"": ""way/1252196817"", ""date_accessed"": ""2026-06-22"", ""confidence"": ""high"", ""raw_attributes"": {""addr:city"": ""Boardman"", ""addr:housenumber"": ""75246"", ""addr:postcode"": ""97818"", ""addr:state"": ""OR"", ""addr:street"": ""Gar Swanson Drive"", ""building"": ""industrial"", ""name"": ""Amazon Web Services"", ""operator"": ""Amazon Web Services"", ""operator:short"": ""AWS"", ""operator:wikidata"": ""Q456157"", ""operator:wikipedia"": ""en:Amazon Web Services"", ""owner"": ""Vadata Inc"", ""ref"": ""PDX110"", ""telecom"": ""data_center""}}]",OpenStreetMap,https://www.openstreetmap.org/way/1252196817,1,on_osm_building_single_source,pending,,,,,,,,45.860076,-119.6051229
dc_2901313c8c49,,Amazon Web Services,Amazon Web Services,hyperscale,operational,,45.8609677,-119.6051401,point,parcel,building,high,75250 Gar Swanson Drive,Boardman,OR,Morrow,97818,US,216528.7,gross_building,,,unknown,21.65,,,True,True,high,"power_demand_mw is a modeled estimate (footprint × floors × density), not measured.",2026-06-22,0.1.0,"[{""source_name"": ""OpenStreetMap"", ""source_url"": ""https://www.openstreetmap.org/way/1252196818"", ""source_record_id"": ""way/1252196818"", ""date_accessed"": ""2026-06-22"", ""confidence"": ""high"", ""raw_attributes"": {""addr:city"": ""Boardman"", ""addr:housenumber"": ""75250"", ""addr:postcode"": ""97818"", ""addr:state"": ""OR"", ""addr:street"": ""Gar Swanson Drive"", ""building"": ""industrial"", ""name"": ""Amazon Web Services"", ""operator"": ""Amazon Web Services"", ""operator:short"": ""AWS"", ""operator:wikidata"": ""Q456157"", ""operator:wikipedia"": ""en:Amazon Web Services"", ""owner"": ""Vadata Inc"", ""ref"": ""PDX111"", ""telecom"": ""data_center""}}]",OpenStreetMap,https://www.openstreetmap.org/way/1252196818,1,on_osm_building_single_source,pending,,,,,,,,45.8609677,-119.6051401
